City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Tafresh,IR,34.692,50.013,79.25,6,0,11.16,clear sky
472,Sarab,IR,38.6066,44.9883,82.87,17,29,14.25,scattered clouds
473,Masuguru,TZ,-11.3667,38.4167,94.66,21,79,4.27,broken clouds
474,Pacific Grove,US,36.6177,-121.9166,59.43,94,90,4.0,overcast clouds
475,Am Timan,TD,11.0297,20.2827,83.46,65,100,4.25,overcast clouds
476,Xichang,CN,27.8964,102.2634,65.8,85,47,3.09,scattered clouds
477,Luwuk,ID,-0.9516,122.7875,75.67,92,76,3.4,broken clouds
478,Northam,GB,51.0333,-4.2167,67.71,92,100,12.86,overcast clouds
479,San Rafael,AR,-34.6177,-68.3301,63.46,34,3,8.79,clear sky
480,Ajaccio,FR,42.0,8.9167,75.36,61,0,17.27,clear sky
481,Yong Peng,MY,2.0136,103.0659,77.04,87,94,3.38,overcast clouds
482,Chokurdakh,RU,70.6333,147.9167,28.15,95,100,5.23,overcast clouds
483,Portales,US,34.1862,-103.3344,62.02,33,77,9.42,broken clouds
484,Alizai,PK,33.5383,70.3462,78.49,67,12,4.94,few clouds
485,Alvaraes,BR,-3.2208,-64.8042,84.07,68,100,4.07,overcast clouds
486,Thinadhoo,MV,0.5333,72.9333,83.14,77,24,21.27,few clouds
487,Flin Flon,CA,54.7682,-101.865,51.87,82,100,6.17,overcast clouds
488,Tokur,RU,53.1333,132.9,35.58,82,0,1.99,clear sky
489,Vernon,CA,50.2581,-119.2691,54.99,84,96,2.04,overcast clouds
490,Carroll,US,39.5501,-77.0164,63.46,81,90,1.99,overcast clouds
491,Komsomolskiy,UZ,40.4272,71.7189,75.92,29,0,2.3,clear sky
492,Pahalgam,IN,34.0333,75.3333,55.63,78,19,3.0,few clouds
493,Asvanyraro,HU,47.8273,17.4942,70.09,43,100,7.31,overcast clouds
494,Misratah,LY,32.3754,15.0925,83.84,66,23,13.31,few clouds
495,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,42,20,28.77,few clouds
496,Keningau,MY,5.3378,116.1602,73.85,97,100,1.95,light rain
497,Coahuayana,MX,18.7333,-103.6833,81.88,80,6,3.06,clear sky
498,Vostok,RU,46.4856,135.8833,41.16,92,33,2.57,scattered clouds
499,Pasighat,IN,28.0667,95.3333,78.13,84,2,2.89,clear sky
500,Asau,RO,46.4333,26.4,53.96,62,99,1.7,overcast clouds
501,Sorong,ID,-0.8833,131.25,79.7,82,100,7.18,overcast clouds
502,Bundaberg,AU,-24.85,152.35,60.22,92,40,0.0,scattered clouds
503,Saint-Augustin,CA,51.226,-58.6502,53.11,88,100,8.39,overcast clouds
504,Asfi,MA,32.2994,-9.2372,71.89,75,100,13.8,overcast clouds
505,Ketchikan,US,55.3422,-131.6461,48.97,91,100,12.03,light rain
506,Trelew,AR,-43.249,-65.3051,67.14,28,0,14.2,clear sky
507,Qaqortoq,GL,60.7167,-46.0333,41.5,62,12,11.36,few clouds
508,Bathsheba,BB,13.2167,-59.5167,90.21,62,40,12.66,scattered clouds
509,Rosarito,MX,32.3333,-117.0333,70.09,69,90,8.41,overcast clouds
510,Vila Velha,BR,-20.3297,-40.2925,73.35,53,75,16.11,broken clouds
511,Abu Zabad,SD,12.35,29.25,92.95,38,72,5.57,broken clouds
512,Wenling,CN,28.3669,121.36,75.36,82,28,1.66,light rain
513,Simbakoro,SL,8.6,-11.0167,80.64,82,69,3.02,moderate rain
514,Tura,IN,25.5198,90.2201,74.53,95,13,1.81,few clouds
515,Lakes Entrance,AU,-37.8811,147.981,52.16,76,0,7.45,clear sky
516,Morshansk,RU,53.4435,41.8107,53.4,70,100,4.61,light rain
517,Camacupa,AO,-12.0167,17.4833,94.53,8,72,7.94,broken clouds
518,Kearney,US,40.6995,-99.0815,55.33,76,1,5.75,clear sky
519,San Vicente,AR,-26.6167,-54.1333,74.5,44,100,5.44,overcast clouds
520,Ilebo,CD,-4.3167,20.5833,89.24,46,97,6.91,overcast clouds
521,Quzhou,CN,28.9594,118.8686,76.41,82,1,2.37,clear sky
522,Sarakhs,IR,36.5449,61.1577,86.43,12,0,8.48,clear sky
523,Visnes,NO,59.3556,5.2242,55.45,71,40,23.02,scattered clouds
524,Kirakira,SB,-10.4544,161.9205,77.52,87,89,6.08,overcast clouds
525,Salamiyah,SY,35.0113,37.0532,77.76,45,0,30.51,clear sky
526,Canala,NC,-21.5333,165.95,61.29,68,31,6.29,scattered clouds
527,Aripuana,BR,-9.1667,-60.6333,98.35,30,13,2.08,few clouds
528,Araouane,ML,18.9048,-3.5265,105.35,9,6,5.86,clear sky
529,Kandrian,PG,-6.2167,149.55,76.41,92,100,9.28,light rain
530,Falun,SE,60.6036,15.626,50.41,91,100,7.78,light rain
531,Wagar,SD,16.1525,36.2032,98.83,28,18,3.85,few clouds
532,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,79,75,10.36,volcanic ash
533,Okato,NZ,-39.2,173.8833,48.69,93,34,6.51,scattered clouds
534,Queanbeyan,AU,-35.35,149.2333,49.91,90,40,6.91,scattered clouds
535,Sfantu Gheorghe,RO,45.8667,25.7833,47.82,62,100,11.23,overcast clouds
536,Skara,SE,58.3866,13.4384,56.93,84,98,13.0,light rain
537,Lima,PE,-12.0432,-77.0282,62.91,86,90,3.44,overcast clouds
538,Auray,FR,47.6703,-2.9918,70.88,69,4,3.85,clear sky
539,Egvekinot,RU,66.3167,-179.1667,24.64,98,100,2.24,light snow
540,Kotido,UG,2.9806,34.1331,83.59,34,80,11.83,broken clouds
541,Zenzeli,RU,45.9241,47.0474,62.42,60,100,8.79,overcast clouds
542,Emet,TR,39.343,29.2585,48.43,81,100,8.37,light rain
543,Henties Bay,NA,-22.116,14.2845,59.86,69,11,12.97,few clouds
544,Cananeia,BR,-25.0147,-47.9267,66.45,62,92,5.21,overcast clouds
545,Soyo,AO,-6.1349,12.3689,77.38,77,98,9.13,overcast clouds
546,Ukiah,US,39.1502,-123.2078,66.36,69,1,0.0,clear sky
547,Barranca,PE,-10.75,-77.7667,62.4,81,100,5.37,overcast clouds
548,Kavaratti,IN,10.5669,72.642,82.51,78,91,16.62,overcast clouds
549,Mahon,ES,39.8885,4.2658,79.36,73,75,13.8,broken clouds
550,Valle Nacional,MX,17.7833,-96.3167,77.5,75,61,0.65,broken clouds
551,Sajanan,TN,37.0573,9.2426,91.09,41,9,9.31,clear sky
552,Circleville,US,39.6006,-82.946,54.18,76,90,11.5,overcast clouds
553,Manbij,SY,36.5281,37.9549,81.37,33,0,23.64,clear sky
554,Ostrovnoy,RU,68.0531,39.5131,47.91,74,7,19.3,clear sky
555,Siguiri,GN,11.6667,-9.5,87.96,54,79,3.0,broken clouds
556,Morehead,US,37.2711,-87.1764,56.98,82,1,1.01,clear sky
557,Flores,GT,16.9226,-89.8994,73.33,96,98,3.24,overcast clouds
558,Porto Uniao,BR,-26.2381,-51.0783,65.52,49,55,4.36,broken clouds
559,Mananara,MG,-16.1667,49.7667,72.95,72,1,7.81,clear sky
560,Bantou,CN,26.2151,117.4893,76.39,85,36,2.44,light rain
561,Tucuman,AR,-26.8241,-65.2226,68.0,52,1,4.61,clear sky
562,Rabo De Peixe,PT,37.8,-25.5833,72.91,64,20,13.8,few clouds
563,Ust-Karsk,RU,52.7011,118.8077,42.85,95,9,5.21,clear sky
564,Okhotsk,RU,59.3833,143.3,46.72,75,1,1.72,clear sky
565,Deputatskiy,RU,69.3,139.9,34.09,79,100,3.85,overcast clouds
566,Uvalde,US,29.3669,-99.767,65.35,42,1,6.91,clear sky
567,Nabire,ID,-3.3667,135.4833,76.71,90,100,2.06,overcast clouds
568,Marawi,PH,7.9986,124.2928,67.64,96,96,1.28,overcast clouds
569,Mitchell,US,43.7094,-98.0298,58.73,61,1,5.99,clear sky
570,Dzhebariki-Khaya,RU,62.2167,135.8,38.95,74,26,0.69,scattered clouds
571,Malanje,AO,-9.5402,16.341,94.77,14,86,11.05,overcast clouds
572,San Cristobal,VE,7.7669,-72.225,78.98,95,100,4.16,overcast clouds
573,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.92,32,81,4.47,broken clouds
574,Coolum Beach,AU,-26.5333,153.1,58.33,86,9,5.68,clear sky
575,Toowoomba,AU,-27.55,151.9667,52.25,77,0,3.11,clear sky
576,Tarakan,ID,3.3,117.6333,79.68,78,69,3.4,broken clouds
577,Port Moresby,PG,-9.4431,147.1797,73.83,91,100,10.36,overcast clouds
578,Lang Son,VN,21.8333,106.7333,75.15,91,30,0.98,scattered clouds
579,Byron Bay,AU,-28.65,153.6167,60.91,84,5,12.21,clear sky
580,Half Moon Bay,US,37.4636,-122.4286,60.39,91,90,3.44,mist
581,Kieta,PG,-6.2167,155.6333,77.86,85,85,4.05,light rain
582,Pedernales,DO,18.0384,-71.744,83.62,71,30,4.16,scattered clouds
583,Japura,ID,-0.3167,102.35,76.51,90,40,3.18,scattered clouds
584,Dubbo,AU,-32.25,148.6167,48.33,93,0,3.44,clear sky
585,El Alto,PE,-4.2714,-81.2147,64.06,68,15,6.17,few clouds
586,Meadow Lake,US,34.8014,-106.5436,66.0,42,100,5.73,overcast clouds
587,Storforshei,NO,66.4043,14.5233,49.78,76,75,5.75,broken clouds
588,Moron,AR,-34.6534,-58.6198,64.02,76,91,5.01,overcast clouds
589,Korla,CN,41.7597,86.1469,70.3,27,1,5.55,clear sky
590,Port Shepstone,ZA,-30.7414,30.455,70.68,73,0,26.28,clear sky
591,Linqiong,CN,30.4159,103.4609,73.26,90,49,5.21,scattered clouds
592,Raudeberg,NO,61.9875,5.1352,51.4,92,74,1.99,broken clouds
593,Maarianhamina,AX,60.0973,19.9348,55.26,94,90,21.85,heavy intensity rain
594,Aswan,EG,24.0934,32.907,101.77,10,0,12.44,clear sky
595,Palaia Fokaia,GR,37.72,23.9463,70.75,62,50,21.45,scattered clouds
596,Luena,AO,-11.7833,19.9167,94.84,8,91,10.45,overcast clouds
597,Iralaya,HN,15.0,-83.2333,82.49,82,100,3.74,overcast clouds
598,Jurado,CO,7.1053,-77.7641,77.83,89,99,2.08,light rain
599,Gamba,GA,-2.65,10.0,80.82,68,44,11.52,scattered clouds
600,Riyadh,SA,24.6877,46.7219,104.14,9,5,8.75,clear sky
601,Mlonggo,ID,-6.5333,110.7,81.52,78,35,11.86,scattered clouds
602,Coronel,CL,-37.0167,-73.1333,53.62,62,5,2.86,clear sky
603,Arbuzynka,UA,47.9097,31.3196,48.31,73,99,13.53,overcast clouds
604,Dunedin,NZ,-45.8742,170.5036,50.81,74,50,1.99,scattered clouds
605,Tukrah,LY,32.5341,20.5791,79.07,64,5,17.72,clear sky
606,Tshikapa,CD,-6.4167,20.8,84.61,56,99,7.58,moderate rain
607,Vilyuysk,RU,63.7553,121.6247,40.46,74,100,2.66,overcast clouds
608,Pokhara,NP,28.2333,83.9833,70.95,91,54,2.15,broken clouds
609,Ha Giang,VN,22.8333,104.9833,74.75,98,85,0.45,overcast clouds
610,Mazeikiai,LT,56.3167,22.3333,55.83,89,100,14.16,light rain
611,Kirovo-Chepetsk,RU,58.5539,50.0399,47.93,75,100,7.2,overcast clouds
612,Guarapari,BR,-20.6667,-40.4975,73.29,62,87,13.65,overcast clouds
613,Wanxian,CN,30.8039,108.3897,80.76,75,99,3.78,light rain
614,Yerbogachen,RU,61.2767,108.0108,37.27,83,100,4.56,overcast clouds
615,Cap Malheureux,MU,-19.9842,57.6142,73.47,71,1,10.0,clear sky
616,Bloomfield,US,40.8068,-74.1854,80.06,82,90,4.0,overcast clouds
617,Arlit,NE,18.7369,7.3853,101.8,15,99,5.01,overcast clouds
618,Yumen,CN,40.2833,97.2,66.61,28,100,10.58,overcast clouds
619,Oranjemund,NA,-28.55,16.4333,62.91,69,1,13.8,clear sky
620,Niquero,CU,20.0431,-77.5828,83.03,73,7,4.07,clear sky
621,Immokalee,US,26.4187,-81.4173,86.92,85,1,0.0,clear sky
622,Port Blair,IN,11.6667,92.75,79.54,81,100,11.95,moderate rain
623,Kaili,ID,-3.4626,120.2147,66.92,91,100,2.68,overcast clouds
624,Oistins,BB,13.0667,-59.5333,89.69,62,40,12.66,scattered clouds
625,Castanos,MX,26.7833,-101.4167,62.19,72,1,0.0,clear sky
626,Natal,BR,-5.795,-35.2094,88.45,55,75,17.27,broken clouds
627,Magura,RO,45.2667,26.5833,56.62,47,29,17.13,scattered clouds
628,Papara,BR,-3.9839,-38.7273,84.6,41,58,8.84,broken clouds
629,Socorro,US,31.6546,-106.3033,72.37,40,75,3.44,broken clouds
630,Natitingou,BJ,10.3042,1.3796,80.74,68,90,2.1,overcast clouds
631,Naron,ES,43.5167,-8.1528,81.03,62,20,16.26,few clouds
632,Svetlogorsk,BY,52.6333,29.7333,43.12,92,100,2.39,overcast clouds
633,Ondjiva,AO,-17.0667,15.7333,101.17,6,87,8.39,overcast clouds
634,Meiktila,MM,20.8667,95.8667,80.26,82,100,5.48,light rain
635,Zlobin,HR,45.2924,14.6541,64.38,42,0,3.44,clear sky
636,San Lorenzo,PY,-25.3333,-57.5333,74.34,60,0,9.22,clear sky
637,Acapulco,MX,16.8634,-99.8901,82.22,78,75,3.44,broken clouds
638,Maridi,SS,4.9158,29.4742,83.77,62,50,5.93,scattered clouds
639,Onega,RU,63.9061,38.1404,48.06,79,95,10.16,overcast clouds
640,Tateyama,JP,34.9833,139.8667,78.82,77,99,19.22,overcast clouds
641,Moose Factory,CA,51.2585,-80.6094,43.9,68,100,5.95,overcast clouds
642,Flagstaff,US,35.1981,-111.6513,62.44,43,10,1.99,clear sky
643,Leshukonskoye,RU,64.8989,45.7622,47.64,71,0,7.29,clear sky
644,Pangai,TO,-19.8,-174.35,74.71,81,100,15.08,overcast clouds
645,Warwick,US,41.7001,-71.4162,78.76,83,75,14.97,broken clouds
646,Santa Maria,BR,-29.6842,-53.8069,61.61,72,97,6.87,overcast clouds
647,Lumphat,KH,13.4878,106.9816,72.45,99,100,1.74,heavy intensity rain
648,Oga,IT,46.4631,10.347,63.14,32,100,2.21,overcast clouds
649,Naze,JP,28.3667,129.4833,76.55,68,0,7.99,clear sky
650,Mackenzie,CA,55.2999,-123.1698,37.45,80,100,3.06,overcast clouds
651,Necochea,AR,-38.5473,-58.7368,60.04,92,100,8.08,overcast clouds
652,Skibbereen,IE,51.55,-9.2667,66.0,67,76,12.86,broken clouds
653,Zonguldak,TR,41.25,31.8333,49.05,94,100,1.97,light rain
654,Machico,PT,32.7,-16.7667,76.12,64,40,13.8,scattered clouds
655,Beira,MZ,-19.8436,34.8389,77.09,65,20,13.8,few clouds
656,Ponta Delgada,PT,37.7333,-25.6667,74.12,64,20,13.8,few clouds
657,Pangody,RU,65.85,74.4859,38.55,92,100,17.98,light rain
658,Saint Stephen,GB,50.3333,-4.9,67.39,94,40,14.97,scattered clouds
659,Najran,SA,17.4924,44.1277,90.36,11,26,14.83,scattered clouds
660,Orlik,RU,52.5178,99.825,38.5,57,100,1.36,overcast clouds
661,Upington,ZA,-28.4478,21.2561,92.89,12,1,16.24,clear sky
662,Manta,EC,-0.95,-80.7333,72.3,82,100,10.36,overcast clouds
663,Lutkun,RU,41.4808,47.6858,63.32,73,36,3.22,scattered clouds
664,Rio Cuarto,AR,-33.1307,-64.3499,60.84,51,0,4.61,clear sky
665,Trat,TH,12.5,102.5,76.37,93,100,2.48,overcast clouds
666,Fairbanks,US,64.8378,-147.7164,29.3,73,75,1.14,broken clouds
667,Platonovka,RU,52.7106,41.952,53.11,61,100,4.7,light rain
668,Vuktyl,RU,63.8567,57.3094,43.66,78,100,3.38,overcast clouds
669,Vrangel,RU,42.7297,133.0839,57.47,89,100,5.97,overcast clouds
670,Spencer,US,43.1414,-95.1444,56.52,72,1,5.75,clear sky
671,Buchanan,LR,5.8808,-10.0467,83.21,72,52,8.3,light rain
672,Xudat,AZ,41.631,48.681,64.71,86,100,11.86,overcast clouds
673,Zalantun,CN,48.0,122.7167,52.14,88,57,3.6,broken clouds
674,Amga,RU,60.8953,131.9608,39.94,87,12,1.68,few clouds
675,Mount Gambier,AU,-37.8333,140.7667,50.04,97,32,9.48,scattered clouds
676,La Palma,US,33.8464,-118.0467,79.02,84,1,0.0,clear sky
677,Uarini,BR,-2.99,-65.1083,84.15,63,74,3.31,broken clouds
678,Baykit,RU,61.67,96.37,34.41,98,100,5.55,light rain
679,Tevaitoa,PF,-16.7833,-151.5,76.8,73,16,9.22,few clouds
680,Davila,PH,18.4726,120.5763,82.44,80,1,13.87,clear sky
681,Gigmoto,PH,13.7796,124.39,80.83,86,13,7.16,few clouds
682,Zeya,RU,53.75,127.2667,46.47,73,100,3.44,overcast clouds
683,Coihaique,CL,-45.5752,-72.0662,55.35,67,75,4.61,broken clouds
684,Gallup,US,35.5281,-108.7426,42.64,49,1,0.0,clear sky
685,Yankton,US,42.8711,-97.3973,55.65,62,1,5.75,clear sky
686,Verkhoyansk,RU,67.5447,133.385,38.61,78,99,4.72,overcast clouds
687,Houma,US,29.5958,-90.7195,70.0,76,1,8.05,clear sky
688,Dogondoutchi,NE,13.6393,4.0287,93.11,39,46,0.45,scattered clouds
689,San Patricio,US,28.017,-97.5169,80.46,41,2,7.29,clear sky
690,Fallon,US,39.4735,-118.7774,55.92,53,1,6.91,clear sky
691,Westport,US,41.1415,-73.3579,79.11,85,90,1.99,overcast clouds
692,Nampa,US,43.5407,-116.5635,55.42,68,1,5.75,clear sky
693,Paltin,RO,45.7833,26.7167,43.05,65,92,8.28,overcast clouds
694,Brawley,US,32.9787,-115.5303,81.61,57,57,3.44,broken clouds
695,Clovis,US,36.8252,-119.7029,77.02,52,1,0.0,smoke
696,Teya,RU,60.3778,92.6267,32.72,96,100,6.11,overcast clouds
697,Ankang,CN,32.68,109.0172,71.98,95,99,3.0,light rain
698,Warmbad,NA,-28.45,18.7333,88.12,5,2,15.5,clear sky
699,Tevriz,RU,57.509,72.4042,38.3,80,100,4.23,overcast clouds
700,Saint-Paul,RE,-21.0096,55.2707,75.74,75,68,2.3,broken clouds
701,Yarada,IN,17.65,83.2667,82.72,94,75,3.44,mist
702,Isilkul,RU,54.9109,71.2728,42.17,61,100,6.29,overcast clouds
703,Bowen,AU,-20.0167,148.2333,65.37,69,0,10.25,clear sky
704,Ojinaga,MX,29.5667,-104.4167,68.95,30,1,4.61,clear sky
705,Bin Qirdan,TN,33.1378,11.2197,87.22,56,100,11.7,overcast clouds
706,Honiara,SB,-9.4333,159.95,76.98,87,98,5.08,overcast clouds
707,Mezen,RU,65.8522,44.24,49.1,67,5,9.35,clear sky
708,Biak,ID,-0.9131,122.8766,74.57,90,82,4.65,broken clouds
